ID,Пол,Возраст,День недели,Потраченная сумма,Время покупки
576,Женский,10,Среда,50.0,19:37:00
577,Мужской,31,Воскресенье,725.04,17:59:00
578,Женский,45,Пятница,1279.03,19:32:00
579,Женский,17,Четверг,591.69,16:10:00
580,Мужской,42,Пятница,932.02,15:29:00
581,Мужской,39,Пятница,607.13,14:32:00
582,Женский,48,Суббота,1564.12,17:47:00
583,Женский,41,Среда,461.43,10:56:00
584,Мужской,25,Четверг,1188.01,21:35:00
585,Женский,57,Воскресенье,938.89,18:42:00
586,Мужской,37,Воскресенье,663.78,10:48:00
587,Мужской,39,Воскресенье,346.61,19:26:00
588,Мужской,26,Четверг,569.3,21:05:00
589,Мужской,33,Суббота,1447.66,15:54:00
590,Мужской,26,Четверг,1077.81,21:51:00
591,Мужской,37,Четверг,1529.21,15:07:00
592,Женский,65,Среда,1861.07,18:29:00
593,Мужской,19,Пятница,128.17,18:22:00
594,Мужской,15,Вторник,434.61,14:45:00
595,Женский,62,Среда,1149.9,13:01:00
596,Мужской,36,Воскресенье,1685.29,16:47:00
597,Женский,29,Среда,281.61,13:08:00
598,Мужской,55,Понедельник,1846.85,10:08:00
599,Мужской,30,Понедельник,1346.48,19:20:00
600,Мужской,67,Воскресенье,2554.81,16:56:00
601,Мужской,50,Пятница,1095.16,12:25:00
602,Мужской,32,Четверг,1296.16,11:57:00
603,Мужской,72,Суббота,2880.83,15:43:00
604,Мужской,30,Суббота,591.18,12:23:00
605,Мужской,51,Среда,552.48,15:21:00
606,Мужской,44,Пятница,239.99,11:19:00
607,Мужской,59,Суббота,1836.36,10:36:00
608,Мужской,63,Пятница,618.42,16:06:00
609,Женский,40,Вторник,913.84,10:13:00
610,Женский,28,Воскресенье,1078.66,12:27:00
611,Мужской,46,Пятница,1312.59,13:35:00
612,Женский,29,Среда,1092.72,11:10:00
613,Женский,70,Четверг,1811.14,11:52:00
614,Мужской,42,Понедельник,1779.43,13:33:00
615,Женский,34,Вторник,503.84,21:05:00
616,Женский,42,Суббота,801.5,09:29:00
617,Мужской,19,Понедельник,293.67,19:33:00
618,Мужской,25,Четверг,1215.1,13:18:00
619,Женский,58,Пятница,1910.2,10:40:00
620,Женский,30,Понедельник,1125.61,18:57:00
621,Мужской,24,Воскресенье,1371.75,12:00:00
622,Мужской,48,Среда,670.98,13:00:00
623,Мужской,57,Среда,2273.61,17:34:00
624,Женский,50,Среда,2061.62,15:15:00
625,Женский,54,Среда,1747.81,09:07:00
626,Мужской,28,Понедельник,1750.9,17:38:00
627,Мужской,18,Суббота,50.0,14:01:00
628,Женский,62,Воскресенье,1277.78,14:37:00
629,Мужской,35,Среда,632.35,20:19:00
630,Мужской,36,Пятница,1380.74,14:45:00
631,Женский,59,Суббота,954.93,17:20:00
632,Женский,48,Суббота,1638.75,10:19:00
633,Женский,46,Четверг,1905.27,17:15:00
634,Женский,72,Среда,2087.6,17:49:00
635,Мужской,30,Среда,1041.88,20:09:00
636,Мужской,53,Суббота,866.06,12:41:00
637,Женский,40,Суббота,676.57,19:00:00
638,Мужской,44,Вторник,1804.81,17:37:00
639,Мужской,62,Четверг,1929.67,15:36:00
640,Мужской,47,Воскресенье,1220.49,09:26:00
641,Мужской,48,Суббота,1051.05,09:18:00
642,Мужской,56,Воскресенье,407.1,11:24:00
643,Мужской,34,Суббота,444.57,15:36:00
644,Мужской,27,Четверг,1795.71,14:13:00
645,Мужской,24,Пятница,139.77,15:03:00
646,Женский,10,Пятница,594.74,16:09:00
647,Женский,70,Понедельник,2203.72,17:55:00
648,Женский,23,Пятница,132.54,14:35:00
649,Женский,36,Суббота,1112.36,21:38:00
650,Женский,35,Вторник,1468.96,19:17:00
651,Мужской,44,Суббота,1186.25,11:02:00
652,Женский,52,Пятница,2774.2,12:27:00
653,Женский,52,Воскресенье,505.7,13:21:00
654,Женский,31,Понедельник,1449.36,18:31:00
655,Мужской,37,Среда,953.6,20:11:00
656,Мужской,44,Пятница,1565.96,09:17:00
657,Мужской,36,Среда,1240.65,15:38:00
658,Мужской,64,Суббота,1213.42,19:13:00
659,Женский,47,Суббота,1354.5,17:15:00
660,Женский,51,Вторник,391.05,16:28:00
661,Мужской,49,Пятница,1581.62,11:57:00
662,Женский,57,Пятница,1589.08,10:13:00
663,Женский,42,Четверг,1459.33,11:11:00
664,Мужской,20,Воскресенье,1229.06,15:55:00
665,Мужской,45,Суббота,1383.81,12:37:00
666,Мужской,30,Пятница,974.04,10:17:00
667,Мужской,32,Суббота,499.47,18:43:00
668,Мужской,48,Четверг,903.89,10:59:00
669,Мужской,58,Воскресенье,2053.37,10:02:00
670,Мужской,40,Пятница,1818.17,12:05:00
671,Мужской,44,Суббота,1060.94,14:12:00
672,Женский,65,Воскресенье,1623.0,08:50:00
673,Мужской,43,Среда,707.69,09:10:00
674,Женский,79,Суббота,2466.38,15:59:00
675,Мужской,48,Вторник,1592.71,17:19:00
676,Женский,13,Среда,1530.61,14:18:00
677,Мужской,51,Среда,880.84,09:23:00
678,Мужской,45,Воскресенье,1011.0,10:34:00
679,Женский,59,Воскресенье,1595.72,17:24:00
680,Женский,50,Суббота,1623.24,18:18:00
681,Женский,37,Суббота,932.17,15:56:00
682,Мужской,21,Пятница,283.52,20:46:00
683,Мужской,36,Воскресенье,1460.7,17:22:00
684,Женский,27,Четверг,1200.57,11:08:00
685,Женский,31,Четверг,461.86,18:42:00
686,Женский,48,Вторник,1937.72,10:22:00
687,Женский,65,Суббота,2185.1,11:11:00
688,Мужской,45,Суббота,1267.15,14:26:00
689,Женский,22,Четверг,779.8,16:17:00
690,Мужской,46,Понедельник,1497.03,17:40:00
691,Мужской,57,Суббота,1009.15,16:54:00
692,Мужской,30,Понедельник,915.02,21:32:00
693,Женский,37,Суббота,50.0,14:52:00
694,Мужской,40,Воскресенье,1538.23,08:08:00
695,Мужской,28,Четверг,79.25,14:30:00
696,Женский,49,Среда,2031.71,14:26:00
697,Мужской,38,Суббота,894.94,11:32:00
698,Женский,46,Суббота,1114.17,16:48:00
699,Мужской,26,Пятница,506.13,12:33:00
700,Женский,33,Воскресенье,815.98,16:44:00
701,Женский,50,Понедельник,2009.27,10:28:00
702,Мужской,34,Пятница,50.0,14:26:00
703,Мужской,65,Суббота,2238.48,15:01:00
704,Мужской,34,Воскресенье,1149.01,20:17:00
705,Мужской,43,Вторник,556.49,15:51:00
706,Женский,53,Суббота,822.34,17:06:00
707,Мужской,18,Пятница,1498.2,15:58:00
708,Женский,13,Четверг,87.25,14:13:00
709,Мужской,17,Вторник,63.32,14:13:00
710,Женский,58,Воскресенье,2028.66,18:51:00
711,Женский,31,Вторник,1089.28,16:03:00
712,Женский,78,Среда,1391.04,09:58:00
713,Мужской,31,Среда,1028.31,13:57:00
714,Мужской,42,Воскресенье,627.12,17:05:00
715,Мужской,63,Пятница,2110.41,10:48:00
716,Женский,70,Суббота,2230.69,16:41:00
717,Женский,70,Среда,1966.0,18:33:00
718,Женский,58,Пятница,1640.83,18:56:00
719,Мужской,55,Пятница,2280.59,16:35:00
720,Женский,48,Суббота,1259.84,14:36:00
721,Женский,51,Воскресенье,729.06,09:45:00
722,Мужской,31,Понедельник,1144.74,11:24:00
723,Мужской,27,Пятница,1883.02,13:33:00
724,Женский,39,Понедельник,572.62,12:00:00
725,Женский,37,Пятница,859.27,12:11:00
726,Женский,33,Среда,1168.22,13:16:00
727,Мужской,50,Среда,1273.05,08:18:00
728,Женский,54,Четверг,888.85,18:41:00
729,Мужской,41,Пятница,1680.93,08:11:00
730,Мужской,62,Среда,2700.02,09:20:00
731,Мужской,22,Суббота,838.07,15:29:00
732,Женский,37,Четверг,587.97,16:31:00
733,Женский,29,Понедельник,105.52,20:36:00
734,Женский,12,Суббота,668.99,19:06:00
735,Мужской,38,Среда,1611.94,14:26:00
736,Женский,38,Четверг,1297.58,17:26:00
737,Мужской,62,Пятница,1538.8,15:20:00
738,Женский,49,Среда,985.36,18:51:00
739,Мужской,24,Понедельник,233.92,10:01:00
740,Мужской,67,Четверг,2057.38,16:39:00
741,Мужской,58,Воскресенье,1916.89,18:50:00
742,Мужской,48,Пятница,487.14,18:35:00
743,Женский,36,Пятница,1814.92,15:08:00
744,Женский,25,Пятница,1087.04,18:41:00
745,Мужской,34,Вторник,1679.8,17:48:00
746,Женский,56,Четверг,748.94,11:31:00
747,Мужской,68,Суббота,977.09,09:51:00
748,Женский,63,Вторник,1485.52,08:07:00
749,Женский,32,Среда,1191.39,17:56:00
750,Женский,23,Среда,1658.18,17:39:00
751,Мужской,42,Четверг,1493.04,12:12:00
752,Женский,13,Воскресенье,438.66,14:13:00
753,Женский,44,Понедельник,666.82,15:17:00
754,Мужской,37,Пятница,1655.0,21:00:00
755,Мужской,33,Вторник,477.65,13:55:00
756,Женский,16,Воскресенье,1434.23,19:05:00
757,Женский,47,Вторник,1097.81,15:57:00
758,Женский,32,Четверг,1735.29,21:18:00
759,Женский,22,Суббота,1079.47,10:19:00
760,Женский,10,Суббота,431.5,17:35:00
761,Мужской,39,Четверг,820.3,12:14:00
762,Мужской,66,Среда,1449.55,10:08:00
763,Мужской,64,Четверг,1794.16,14:49:00
764,Женский,33,Среда,998.58,17:01:00
765,Мужской,30,Среда,603.09,14:53:00
766,Женский,47,Четверг,1157.18,12:05:00
767,Женский,25,Среда,839.29,21:40:00
768,Женский,44,Среда,115.63,17:15:00
769,Мужской,51,Пятница,1549.08,09:25:00
770,Женский,58,Воскресенье,970.14,17:15:00
771,Мужской,38,Пятница,483.33,16:14:00
772,Женский,36,Понедельник,176.33,17:25:00
773,Мужской,26,Понедельник,50.0,16:17:00
774,Мужской,27,Воскресенье,162.28,16:29:00
775,Женский,36,Среда,665.49,20:56:00
776,Мужской,45,Понедельник,2176.63,08:50:00
777,Мужской,53,Пятница,1097.06,12:01:00
778,Женский,27,Пятница,928.88,14:53:00
779,Женский,62,Пятница,1740.24,17:22:00
780,Женский,35,Среда,1065.53,14:25:00
781,Женский,39,Понедельник,1041.28,11:59:00
782,Женский,28,Воскресенье,262.35,21:51:00
783,Мужской,10,Среда,1225.46,18:07:00
784,Мужской,53,Пятница,2263.6,09:09:00
785,Мужской,51,Суббота,478.67,08:56:00
786,Женский,35,Пятница,487.99,16:21:00
787,Женский,41,Среда,980.09,08:38:00
788,Мужской,47,Среда,757.73,15:22:00
789,Мужской,16,Пятница,872.98,14:17:00
790,Женский,32,Воскресенье,575.86,15:51:00
791,Мужской,51,Воскресенье,2402.53,12:57:00
792,Женский,21,Вторник,1315.27,14:42:00
793,Женский,44,Вторник,1286.29,17:45:00
794,Женский,19,Воскресенье,1193.49,15:49:00
795,Мужской,46,Суббота,1772.95,10:59:00
796,Женский,39,Воскресенье,798.03,19:03:00
797,Женский,15,Среда,191.89,17:53:00
798,Женский,57,Пятница,1479.07,08:24:00
799,Женский,28,Суббота,1290.82,10:56:00
800,Женский,27,Пятница,909.53,12:59:00
801,Женский,43,Четверг,371.5,11:51:00
802,Мужской,57,Понедельник,1038.59,13:42:00
803,Женский,24,Пятница,743.01,17:56:00
804,Женский,40,Среда,1062.17,17:35:00
805,Мужской,46,Четверг,2206.27,15:34:00
806,Женский,50,Воскресенье,607.01,11:51:00
807,Женский,42,Четверг,1392.79,12:48:00
808,Женский,34,Суббота,1724.56,13:32:00
809,Мужской,27,Вторник,1975.72,14:17:00
810,Мужской,41,Пятница,917.8,16:49:00
811,Женский,23,Воскресенье,1005.71,21:26:00
812,Женский,10,Вторник,784.88,17:48:00
813,Мужской,46,Понедельник,1317.74,11:45:00
814,Женский,53,Четверг,1310.58,17:55:00
815,Женский,10,Понедельник,717.99,18:50:00
816,Женский,24,Суббота,50.0,17:14:00
817,Женский,49,Воскресенье,1621.03,14:41:00
818,Мужской,70,Четверг,1763.09,18:21:00
819,Мужской,40,Среда,988.76,09:27:00
820,Мужской,29,Четверг,1903.43,19:43:00
821,Женский,37,Суббота,702.53,19:01:00
822,Мужской,60,Понедельник,1298.46,19:23:00
823,Мужской,30,Пятница,1895.78,15:08:00
824,Мужской,28,Пятница,443.97,15:42:00
825,Женский,32,Пятница,664.94,17:15:00
826,Женский,25,Среда,726.49,12:56:00
827,Мужской,41,Суббота,1540.37,10:18:00
828,Мужской,64,Понедельник,1683.9,11:13:00
829,Женский,44,Вторник,533.69,11:05:00
830,Мужской,36,Воскресенье,753.92,13:37:00
831,Мужской,35,Суббота,696.32,12:43:00
832,Мужской,16,Понедельник,581.39,16:40:00
833,Мужской,53,Среда,1572.92,16:44:00
834,Мужской,38,Среда,1269.1,20:00:00
835,Женский,37,Среда,151.99,10:41:00
836,Мужской,80,Среда,2431.97,11:29:00
837,Женский,44,Понедельник,1306.28,12:34:00
838,Мужской,28,Четверг,1552.27,14:38:00
839,Женский,33,Суббота,1182.1,14:10:00
840,Женский,57,Пятница,1990.66,13:09:00
841,Мужской,41,Пятница,1353.27,19:59:00
842,Женский,18,Понедельник,1333.11,19:20:00
843,Мужской,53,Воскресенье,1621.13,10:19:00
844,Женский,29,Суббота,831.04,19:05:00
845,Мужской,68,Суббота,2796.22,16:49:00
846,Мужской,56,Суббота,1864.52,08:56:00
847,Мужской,33,Воскресенье,1246.87,11:51:00
848,Женский,59,Пятница,841.85,08:04:00
849,Женский,41,Среда,475.85,14:49:00
850,Женский,52,Пятница,1486.36,14:53:00
851,Мужской,47,Суббота,1312.76,11:01:00
852,Женский,27,Суббота,532.94,10:12:00
853,Мужской,30,Пятница,970.49,15:38:00
854,Женский,55,Понедельник,2194.31,12:18:00
855,Мужской,34,Четверг,1327.7,11:29:00
856,Мужской,33,Воскресенье,389.5,20:15:00
857,Мужской,25,Пятница,744.25,21:37:00
858,Мужской,46,Пятница,817.52,12:09:00
859,Женский,70,Среда,1506.15,12:14:00
860,Мужской,23,Четверг,553.19,19:47:00
861,Женский,40,Воскресенье,861.18,09:47:00
862,Мужской,61,Пятница,892.43,19:07:00
863,Женский,38,Суббота,996.17,19:53:00
864,Мужской,46,Четверг,939.7,17:48:00
865,Мужской,24,Пятница,50.0,18:04:00
866,Женский,46,Среда,2246.49,12:17:00
867,Мужской,37,Суббота,1584.38,20:38:00
868,Мужской,54,Четверг,1191.85,12:41:00
869,Женский,57,Четверг,1449.41,09:27:00
870,Женский,78,Пятница,1274.17,11:23:00
871,Мужской,48,Воскресенье,2107.86,08:15:00
872,Мужской,44,Понедельник,2128.64,10:30:00
873,Женский,42,Суббота,1218.35,12:13:00
874,Мужской,34,Среда,1491.77,13:07:00
875,Мужской,45,Четверг,1287.64,13:28:00
876,Мужской,35,Понедельник,331.64,19:03:00
877,Женский,42,Среда,934.09,14:36:00
878,Женский,59,Пятница,1545.96,16:36:00
879,Мужской,24,Понедельник,552.73,17:38:00
880,Мужской,57,Четверг,1330.67,13:29:00
881,Мужской,59,Воскресенье,1434.3,10:48:00
882,Женский,38,Вторник,1019.56,21:32:00
883,Мужской,10,Суббота,526.13,16:57:00
884,Мужской,30,Четверг,369.7,20:54:00
885,Женский,59,Пятница,1121.49,14:01:00
886,Мужской,39,Среда,437.71,20:38:00
887,Женский,25,Вторник,1288.91,10:39:00
888,Мужской,32,Вторник,50.0,16:55:00
889,Мужской,52,Понедельник,1916.8,13:54:00
890,Мужской,48,Вторник,1953.17,12:14:00
891,Женский,36,Пятница,868.91,12:22:00
892,Женский,34,Воскресенье,50.0,21:49:00
893,Женский,34,Суббота,799.34,19:36:00
894,Мужской,26,Пятница,787.91,10:10:00
895,Женский,64,Вторник,1074.7,18:19:00
896,Мужской,35,Среда,742.39,10:25:00
897,Мужской,58,Среда,2225.1,15:00:00
898,Женский,62,Среда,1872.46,19:02:00
899,Мужской,54,Пятница,917.72,11:40:00
900,Мужской,33,Пятница,161.2,18:15:00
901,Мужской,46,Четверг,1056.49,11:56:00
902,Мужской,39,Четверг,973.27,13:56:00
903,Мужской,26,Суббота,1068.1,13:38:00
904,Женский,44,Суббота,912.34,16:06:00
905,Мужской,22,Среда,995.75,17:40:00
906,Женский,57,Воскресенье,2407.58,19:02:00
907,Женский,33,Воскресенье,1367.75,20:34:00
908,Мужской,43,Среда,1135.96,10:23:00
909,Мужской,44,Четверг,1088.42,11:08:00
910,Мужской,36,Пятница,841.66,14:14:00
911,Женский,48,Воскресенье,1850.32,09:07:00
912,Мужской,32,Воскресенье,626.34,20:15:00
913,Женский,53,Вторник,1382.61,13:35:00
914,Мужской,19,Четверг,705.6,16:38:00
915,Женский,41,Пятница,869.11,14:48:00
916,Мужской,69,Пятница,993.77,12:59:00
917,Мужской,24,Вторник,941.49,20:01:00
918,Женский,29,Воскресенье,849.5,15:56:00
919,Женский,47,Пятница,1490.12,12:15:00
920,Мужской,42,Суббота,873.2,13:52:00
921,Женский,45,Воскресенье,1810.41,16:40:00
922,Женский,47,Суббота,801.61,16:43:00
923,Женский,49,Четверг,2136.02,19:33:00
924,Женский,56,Пятница,546.18,12:43:00
925,Мужской,46,Вторник,1437.39,13:11:00
926,Мужской,36,Пятница,1257.72,11:38:00
927,Мужской,50,Вторник,902.22,11:16:00
928,Женский,68,Пятница,1872.2,16:01:00
929,Женский,38,Среда,1699.76,13:45:00
930,Мужской,25,Вторник,50.0,20:14:00
931,Мужской,56,Вторник,1671.37,18:17:00
932,Женский,38,Понедельник,50.0,16:04:00
933,Женский,10,Суббота,50.0,14:57:00
934,Женский,52,Суббота,2154.58,17:49:00
935,Мужской,31,Пятница,629.11,11:14:00
936,Мужской,38,Вторник,473.06,10:41:00
937,Мужской,44,Понедельник,1081.03,15:01:00
938,Женский,42,Понедельник,2173.95,11:00:00
939,Мужской,50,Вторник,384.16,17:04:00
940,Женский,33,Воскресенье,434.35,11:10:00
941,Мужской,47,Среда,1988.72,17:27:00
942,Женский,36,Четверг,1948.85,11:44:00
943,Женский,51,Вторник,1268.28,11:19:00
944,Женский,49,Среда,660.47,09:40:00
945,Мужской,25,Пятница,1847.92,15:06:00
946,Мужской,56,Пятница,2217.22,17:45:00
947,Мужской,31,Среда,1259.47,21:22:00
948,Женский,52,Понедельник,933.8,14:16:00
949,Женский,45,Четверг,1175.49,18:54:00
950,Женский,67,Среда,1559.82,19:17:00
951,Женский,36,Среда,1185.43,16:38:00
952,Женский,34,Воскресенье,1705.5,13:40:00
953,Мужской,39,Пятница,1519.71,19:54:00
954,Женский,35,Пятница,461.31,13:01:00
955,Мужской,51,Четверг,2008.25,13:06:00
956,Мужской,15,Четверг,756.57,14:09:00
957,Женский,24,Пятница,1123.53,16:35:00
958,Мужской,23,Пятница,1493.27,10:03:00
959,Мужской,54,Суббота,824.21,12:40:00
960,Женский,65,Вторник,1582.09,11:34:00
961,Мужской,38,Пятница,794.27,20:09:00
962,Женский,37,Четверг,256.07,16:59:00
963,Мужской,41,Воскресенье,1293.35,09:40:00
964,Мужской,57,Пятница,2695.78,16:40:00
965,Мужской,26,Пятница,50.0,19:32:00
966,Мужской,43,Вторник,1143.86,13:08:00
967,Женский,54,Пятница,1700.27,18:57:00
968,Мужской,47,Вторник,1301.54,16:29:00
969,Женский,42,Среда,1083.44,09:02:00
970,Мужской,55,Вторник,750.39,18:32:00
971,Женский,10,Пятница,616.39,17:45:00
972,Женский,50,Среда,921.62,09:44:00
973,Женский,30,Четверг,50.0,17:04:00
974,Мужской,12,Воскресенье,1137.3,18:14:00
975,Мужской,47,Среда,1719.19,15:08:00
976,Мужской,60,Пятница,1525.83,15:13:00
977,Женский,37,Четверг,1154.54,13:26:00
978,Мужской,54,Понедельник,1917.16,08:27:00
979,Женский,64,Суббота,1692.17,19:21:00
980,Женский,59,Понедельник,1932.01,13:35:00
981,Мужской,64,Четверг,1431.26,17:47:00
982,Женский,51,Пятница,1975.99,18:27:00
983,Мужской,41,Пятница,1280.39,09:08:00
984,Мужской,15,Пятница,697.03,19:53:00
985,Женский,36,Среда,384.97,18:32:00
986,Женский,27,Понедельник,983.48,12:46:00
987,Женский,72,Суббота,1324.02,14:07:00
988,Мужской,37,Пятница,720.86,14:10:00
989,Мужской,41,Суббота,712.31,19:25:00
990,Женский,48,Суббота,726.88,10:49:00
991,Женский,40,Суббота,2162.39,09:29:00
992,Женский,65,Четверг,2265.67,17:20:00
993,Мужской,30,Среда,1860.18,17:25:00
994,Женский,42,Суббота,528.55,12:53:00
995,Мужской,28,Четверг,895.63,12:29:00
996,Мужской,20,Вторник,53.25,12:11:00
997,Женский,30,Воскресенье,552.15,17:12:00
998,Мужской,39,Воскресенье,620.94,10:58:00
999,Женский,33,Четверг,1579.79,13:18:00
1000,Мужской,29,Понедельник,681.89,13:34:00
