ID,Пол,Возраст,День недели,Потраченная сумма,Время покупки
568,Женский,24,Среда,268.6,16:26:00
569,Мужской,68,Вторник,1741.82,17:31:00
570,Мужской,35,Пятница,3182.89,10:01:00
571,Женский,35,Воскресенье,391.7,15:58:00
572,Мужской,56,Воскресенье,78.05,18:18:00
573,Мужской,41,Понедельник,4688.6,09:35:00
574,Женский,19,Воскресенье,4118.54,14:53:00
575,Мужской,25,Среда,4055.46,11:54:00
576,Женский,26,Понедельник,4427.9,09:01:00
577,Мужской,32,Среда,3515.17,12:15:00
578,Женский,35,Пятница,566.8,17:20:00
579,Женский,16,Понедельник,2025.55,13:47:00
580,Женский,23,Четверг,3629.59,19:10:00
581,Женский,16,Суббота,1437.66,10:03:00
582,Мужской,18,Суббота,3452.66,16:01:00
583,Женский,57,Среда,171.27,13:16:00
584,Женский,68,Воскресенье,1565.38,16:23:00
585,Женский,48,Четверг,2768.2,19:58:00
586,Мужской,27,Понедельник,3178.84,08:47:00
587,Женский,68,Четверг,2906.35,14:48:00
588,Мужской,26,Четверг,3503.89,10:15:00
589,Женский,23,Воскресенье,80.14,11:20:00
590,Мужской,40,Понедельник,549.66,12:09:00
591,Мужской,33,Пятница,4351.27,13:13:00
592,Женский,69,Воскресенье,3424.66,14:07:00
593,Мужской,54,Четверг,609.01,15:08:00
594,Женский,12,Четверг,4218.27,21:49:00
595,Женский,46,Пятница,1249.04,21:26:00
596,Женский,52,Четверг,2417.39,15:59:00
597,Мужской,49,Четверг,768.72,13:13:00
598,Мужской,64,Четверг,3565.04,16:19:00
599,Женский,48,Суббота,3350.93,20:00:00
600,Женский,24,Воскресенье,1095.01,13:54:00
601,Мужской,13,Вторник,4323.83,16:04:00
602,Женский,34,Воскресенье,2036.46,11:30:00
603,Женский,22,Пятница,1497.95,19:43:00
604,Женский,42,Четверг,804.03,08:43:00
605,Мужской,25,Воскресенье,1367.53,17:00:00
606,Мужской,51,Суббота,159.03,17:30:00
607,Мужской,75,Пятница,2937.12,17:42:00
608,Женский,64,Среда,4219.04,09:31:00
609,Женский,51,Воскресенье,2767.45,12:24:00
610,Женский,43,Среда,1135.41,11:39:00
611,Мужской,39,Четверг,216.66,15:21:00
612,Женский,22,Суббота,1112.41,14:40:00
613,Женский,22,Суббота,2109.8,14:39:00
614,Женский,27,Воскресенье,3810.08,20:06:00
615,Женский,41,Пятница,979.82,21:08:00
616,Мужской,48,Пятница,3612.97,17:35:00
617,Мужской,55,Суббота,4341.32,21:23:00
618,Женский,38,Пятница,2297.04,16:09:00
619,Мужской,71,Суббота,4116.09,16:04:00
620,Мужской,71,Воскресенье,2795.55,20:36:00
621,Женский,66,Вторник,3203.6,15:49:00
622,Женский,25,Суббота,2655.08,17:33:00
623,Мужской,65,Среда,2342.7,19:21:00
624,Женский,19,Пятница,1211.53,15:24:00
625,Мужской,39,Суббота,1550.81,12:28:00
626,Женский,34,Суббота,1485.35,12:26:00
627,Мужской,14,Воскресенье,2838.28,08:53:00
628,Женский,74,Пятница,643.77,16:47:00
629,Мужской,58,Вторник,4588.12,16:39:00
630,Мужской,12,Воскресенье,3617.24,18:15:00
631,Мужской,54,Вторник,2037.16,08:58:00
632,Женский,23,Воскресенье,835.19,21:44:00
633,Мужской,39,Пятница,4415.86,08:39:00
634,Мужской,77,Понедельник,4127.7,11:56:00
635,Женский,27,Пятница,3622.52,14:25:00
636,Женский,71,Пятница,1394.16,18:05:00
637,Мужской,46,Вторник,2042.11,20:13:00
638,Мужской,34,Вторник,558.6,19:55:00
639,Женский,57,Пятница,985.75,18:49:00
640,Женский,74,Пятница,3925.93,12:59:00
641,Женский,62,Пятница,3589.44,14:34:00
642,Женский,24,Вторник,2987.75,11:26:00
643,Женский,58,Пятница,4483.85,13:35:00
644,Мужской,77,Пятница,2937.17,17:52:00
645,Женский,21,Четверг,2361.49,20:09:00
646,Мужской,68,Понедельник,1734.84,16:33:00
647,Мужской,46,Среда,4705.22,10:57:00
648,Мужской,70,Понедельник,459.44,14:35:00
649,Женский,52,Четверг,4657.89,14:10:00
650,Мужской,79,Среда,4142.24,21:10:00
651,Мужской,48,Воскресенье,693.15,18:57:00
652,Женский,65,Пятница,2846.67,13:17:00
653,Мужской,72,Четверг,4339.41,20:15:00
654,Мужской,55,Воскресенье,2880.46,14:08:00
655,Женский,20,Пятница,4540.64,14:23:00
656,Мужской,71,Вторник,4717.77,09:01:00
657,Мужской,34,Суббота,2140.8,21:25:00
658,Мужской,61,Четверг,1917.7,16:24:00
659,Женский,13,Вторник,4684.79,11:58:00
660,Женский,68,Четверг,3391.94,11:14:00
661,Женский,29,Четверг,624.31,19:17:00
662,Мужской,72,Вторник,259.34,11:41:00
663,Мужской,63,Среда,2844.91,09:00:00
664,Женский,66,Понедельник,4654.35,10:08:00
665,Мужской,50,Пятница,4229.03,19:24:00
666,Мужской,12,Четверг,3395.45,10:35:00
667,Женский,15,Пятница,738.62,14:17:00
668,Женский,14,Суббота,1308.45,18:21:00
669,Мужской,14,Вторник,4383.78,21:00:00
670,Мужской,63,Пятница,954.9,21:09:00
671,Мужской,56,Вторник,1428.28,17:45:00
672,Женский,58,Пятница,691.52,15:16:00
673,Женский,18,Понедельник,3396.74,11:26:00
674,Женский,29,Понедельник,4722.71,14:27:00
675,Женский,70,Понедельник,1381.39,15:59:00
676,Мужской,44,Понедельник,2403.26,21:10:00
677,Женский,59,Понедельник,3189.98,21:57:00
678,Женский,71,Понедельник,4997.36,13:39:00
679,Женский,26,Вторник,568.8,13:39:00
680,Женский,12,Четверг,2517.93,11:23:00
681,Женский,41,Пятница,1956.34,10:40:00
682,Мужской,22,Понедельник,4335.81,16:59:00
683,Мужской,77,Вторник,2406.04,14:31:00
684,Женский,23,Вторник,599.34,20:48:00
685,Мужской,20,Вторник,3190.4,19:16:00
686,Женский,65,Четверг,3865.36,17:34:00
687,Женский,76,Пятница,64.26,16:53:00
688,Мужской,38,Четверг,4301.84,09:09:00
689,Мужской,18,Среда,970.81,14:44:00
690,Женский,76,Воскресенье,2782.74,18:07:00
691,Женский,34,Вторник,2108.2,19:14:00
692,Женский,51,Среда,3612.29,17:50:00
693,Мужской,18,Суббота,1887.25,16:36:00
694,Женский,49,Понедельник,4355.33,21:47:00
695,Женский,34,Воскресенье,3665.96,09:59:00
696,Женский,14,Понедельник,3256.18,21:33:00
697,Мужской,20,Четверг,3991.39,19:29:00
698,Женский,68,Воскресенье,3782.41,19:27:00
699,Женский,47,Пятница,227.9,11:36:00
700,Мужской,14,Среда,2003.94,08:55:00
701,Женский,57,Пятница,4657.5,14:05:00
702,Женский,27,Четверг,672.34,19:38:00
703,Мужской,79,Понедельник,3698.63,16:23:00
704,Женский,46,Воскресенье,4874.23,20:23:00
705,Мужской,69,Пятница,308.38,20:46:00
706,Мужской,57,Пятница,3426.86,15:34:00
707,Женский,37,Понедельник,2367.36,09:43:00
708,Женский,78,Воскресенье,2916.92,09:16:00
709,Женский,49,Среда,472.44,11:49:00
710,Женский,54,Понедельник,262.88,12:17:00
711,Мужской,71,Пятница,3350.99,12:23:00
712,Женский,67,Среда,4125.38,13:30:00
713,Мужской,76,Среда,3920.98,11:01:00
714,Женский,65,Понедельник,2741.84,20:47:00
715,Женский,49,Пятница,544.34,17:09:00
716,Женский,49,Четверг,3455.82,19:27:00
717,Мужской,42,Пятница,1247.35,08:26:00
718,Женский,15,Вторник,4559.79,12:35:00
719,Женский,28,Воскресенье,4199.41,18:51:00
720,Женский,49,Суббота,3561.45,12:58:00
721,Женский,68,Четверг,4746.79,21:18:00
722,Мужской,68,Среда,205.54,09:30:00
723,Женский,57,Четверг,3694.19,15:59:00
724,Мужской,50,Воскресенье,1684.7,17:32:00
725,Мужской,22,Среда,4535.03,15:37:00
726,Мужской,54,Воскресенье,1370.04,15:30:00
727,Мужской,62,Среда,3638.04,14:04:00
728,Мужской,51,Четверг,4394.35,19:14:00
729,Мужской,72,Среда,256.2,13:50:00
730,Женский,36,Среда,2018.36,18:54:00
731,Мужской,47,Вторник,3823.43,14:39:00
732,Мужской,69,Пятница,2301.85,12:12:00
733,Мужской,16,Пятница,1372.9,21:00:00
734,Женский,14,Суббота,1138.04,21:22:00
735,Женский,54,Суббота,701.02,15:38:00
736,Мужской,67,Вторник,4292.79,19:38:00
737,Женский,40,Суббота,2898.01,16:18:00
738,Мужской,32,Воскресенье,428.11,16:27:00
739,Мужской,51,Четверг,1943.77,13:03:00
740,Женский,19,Понедельник,1870.28,16:20:00
741,Мужской,41,Воскресенье,949.61,21:22:00
742,Женский,62,Понедельник,2205.76,17:57:00
743,Женский,39,Понедельник,1693.89,10:45:00
744,Мужской,48,Вторник,1741.93,14:54:00
745,Мужской,40,Воскресенье,3708.18,15:41:00
746,Женский,11,Вторник,1155.15,09:53:00
747,Мужской,21,Среда,3227.21,15:12:00
748,Мужской,48,Понедельник,2874.72,13:55:00
749,Мужской,75,Четверг,2862.06,19:34:00
750,Женский,22,Суббота,3331.89,11:26:00
751,Женский,55,Четверг,2764.49,20:47:00
752,Мужской,36,Суббота,4402.31,11:54:00
753,Женский,26,Понедельник,3394.12,15:21:00
754,Женский,69,Понедельник,2757.47,13:54:00
755,Женский,73,Понедельник,4157.33,16:34:00
756,Женский,44,Вторник,3050.43,11:27:00
757,Женский,79,Воскресенье,1491.16,19:48:00
758,Мужской,39,Суббота,1075.12,10:04:00
759,Мужской,72,Воскресенье,804.02,10:17:00
760,Мужской,37,Вторник,4502.3,13:38:00
761,Женский,69,Вторник,3565.17,16:56:00
762,Женский,46,Пятница,4690.02,09:07:00
763,Мужской,31,Четверг,3036.29,17:32:00
764,Женский,77,Четверг,2393.33,17:00:00
765,Мужской,29,Среда,345.6,14:22:00
766,Мужской,77,Вторник,3374.63,08:18:00
767,Мужской,73,Суббота,2931.93,19:22:00
768,Женский,26,Пятница,4951.53,15:29:00
769,Женский,21,Пятница,1233.84,09:13:00
770,Мужской,31,Воскресенье,2677.15,17:32:00
771,Мужской,26,Четверг,3272.24,19:04:00
772,Мужской,19,Вторник,3240.73,12:35:00
773,Мужской,74,Среда,2828.4,08:47:00
774,Женский,31,Вторник,3895.79,11:30:00
775,Женский,59,Воскресенье,1064.66,18:50:00
776,Мужской,23,Понедельник,3641.85,18:21:00
777,Мужской,73,Вторник,3117.69,19:34:00
778,Женский,56,Воскресенье,4485.57,16:59:00
779,Женский,38,Понедельник,4243.61,19:48:00
780,Мужской,45,Понедельник,1609.98,11:10:00
781,Мужской,61,Среда,1417.37,13:14:00
782,Мужской,16,Суббота,4909.18,17:22:00
783,Женский,38,Четверг,2659.96,19:00:00
784,Женский,20,Вторник,4536.78,20:59:00
785,Женский,42,Понедельник,861.21,17:21:00
786,Мужской,15,Вторник,3231.95,20:37:00
787,Мужской,41,Суббота,4058.81,09:52:00
788,Женский,60,Четверг,4739.61,10:49:00
789,Женский,67,Суббота,1719.83,15:47:00
790,Мужской,35,Четверг,3638.66,19:17:00
791,Женский,55,Пятница,2717.12,08:13:00
792,Женский,38,Четверг,350.11,19:54:00
793,Мужской,13,Среда,3465.5,12:47:00
794,Женский,22,Суббота,3465.98,11:08:00
795,Мужской,48,Понедельник,4656.5,10:34:00
796,Мужской,24,Пятница,2511.7,17:26:00
797,Мужской,38,Среда,1189.74,19:33:00
798,Мужской,38,Вторник,270.59,20:01:00
799,Мужской,41,Суббота,2107.43,15:50:00
800,Мужской,11,Воскресенье,1544.49,09:14:00
801,Мужской,56,Воскресенье,3817.39,12:36:00
802,Женский,31,Понедельник,1803.63,18:44:00
803,Мужской,36,Четверг,4747.9,13:42:00
804,Мужской,76,Понедельник,4813.44,15:04:00
805,Женский,65,Воскресенье,3123.5,17:30:00
806,Женский,30,Вторник,4646.87,16:30:00
807,Женский,56,Пятница,3816.23,11:01:00
808,Мужской,68,Пятница,2756.96,15:37:00
809,Женский,15,Суббота,942.52,21:52:00
810,Мужской,28,Пятница,2320.06,09:03:00
811,Мужской,66,Суббота,2826.33,21:58:00
812,Мужской,78,Суббота,4326.61,12:19:00
813,Мужской,12,Суббота,2432.6,11:12:00
814,Женский,10,Воскресенье,4493.49,18:54:00
815,Женский,67,Воскресенье,3388.03,18:15:00
816,Мужской,47,Четверг,728.15,14:45:00
817,Мужской,24,Среда,4975.16,20:05:00
818,Мужской,43,Суббота,2659.8,20:33:00
819,Женский,70,Суббота,1989.7,20:00:00
820,Мужской,44,Среда,3312.61,09:32:00
821,Мужской,73,Понедельник,589.02,15:09:00
822,Женский,34,Суббота,3200.87,18:53:00
823,Женский,33,Четверг,2516.27,15:13:00
824,Мужской,21,Пятница,2063.04,14:43:00
825,Женский,27,Пятница,4767.45,15:13:00
826,Женский,24,Вторник,2636.57,09:51:00
827,Мужской,36,Вторник,1134.63,14:14:00
828,Женский,69,Пятница,2321.87,08:58:00
829,Мужской,55,Пятница,4600.97,08:42:00
830,Женский,26,Воскресенье,921.67,11:26:00
831,Мужской,62,Четверг,1109.09,20:59:00
832,Мужской,17,Среда,114.5,12:55:00
833,Мужской,36,Вторник,120.24,09:57:00
834,Женский,55,Воскресенье,4155.49,16:51:00
835,Мужской,59,Воскресенье,3674.01,11:41:00
836,Женский,12,Среда,1807.45,10:45:00
837,Мужской,73,Воскресенье,3506.64,18:42:00
838,Мужской,53,Четверг,2006.27,10:35:00
839,Женский,62,Пятница,4766.84,11:03:00
840,Мужской,33,Суббота,4836.91,09:29:00
841,Мужской,69,Среда,1994.33,09:33:00
842,Женский,12,Пятница,4278.4,08:12:00
843,Мужской,29,Пятница,3876.79,21:53:00
844,Мужской,55,Понедельник,1584.5,21:24:00
845,Мужской,24,Среда,1198.6,20:21:00
846,Мужской,34,Воскресенье,2318.26,21:53:00
847,Женский,26,Суббота,3917.68,21:23:00
848,Женский,18,Среда,4802.83,15:17:00
849,Мужской,47,Воскресенье,3829.72,16:57:00
850,Женский,57,Пятница,4283.27,17:46:00
851,Мужской,69,Суббота,3035.17,21:30:00
852,Женский,72,Воскресенье,4185.27,10:29:00
853,Мужской,11,Четверг,3932.88,18:59:00
854,Мужской,20,Воскресенье,1916.08,08:07:00
855,Мужской,73,Понедельник,2782.35,08:28:00
856,Мужской,30,Пятница,4033.53,12:55:00
857,Мужской,27,Воскресенье,277.98,20:00:00
858,Мужской,73,Вторник,4049.99,18:39:00
859,Женский,47,Вторник,930.55,13:39:00
860,Мужской,41,Понедельник,2597.68,18:27:00
861,Женский,20,Четверг,4050.96,15:18:00
862,Мужской,54,Пятница,1306.41,10:23:00
863,Женский,42,Среда,1266.75,21:49:00
864,Женский,50,Понедельник,2043.68,20:26:00
865,Женский,17,Четверг,4478.48,16:38:00
866,Мужской,20,Среда,52.19,08:44:00
867,Мужской,60,Вторник,4511.85,11:58:00
868,Женский,50,Вторник,811.34,10:34:00
869,Мужской,26,Среда,4950.93,11:00:00
870,Женский,55,Понедельник,4776.49,11:34:00
871,Мужской,41,Вторник,2498.64,09:27:00
872,Женский,63,Пятница,2587.97,12:15:00
873,Женский,29,Суббота,2433.67,16:30:00
874,Мужской,42,Воскресенье,3195.45,09:12:00
875,Женский,49,Среда,499.07,10:58:00
876,Мужской,41,Среда,211.46,11:31:00
877,Женский,11,Вторник,335.63,21:24:00
878,Женский,42,Понедельник,2249.61,11:53:00
879,Мужской,39,Пятница,1413.96,15:44:00
880,Мужской,42,Понедельник,3129.1,20:30:00
881,Мужской,35,Четверг,4962.59,11:42:00
882,Женский,31,Четверг,1962.3,18:30:00
883,Мужской,75,Суббота,2890.51,21:44:00
884,Женский,47,Вторник,2107.24,12:23:00
885,Женский,55,Вторник,4243.99,11:26:00
886,Мужской,24,Вторник,4516.07,18:06:00
887,Мужской,53,Суббота,4392.91,20:13:00
888,Женский,58,Четверг,4873.14,14:05:00
889,Женский,70,Понедельник,186.22,12:35:00
890,Мужской,76,Суббота,4207.09,14:19:00
891,Мужской,15,Суббота,3771.27,20:22:00
892,Мужской,18,Понедельник,1182.04,13:08:00
893,Мужской,15,Вторник,4783.78,18:30:00
894,Мужской,41,Пятница,783.48,12:27:00
895,Женский,50,Понедельник,3413.77,21:04:00
896,Женский,17,Четверг,1163.21,09:03:00
897,Женский,59,Среда,2185.33,21:29:00
898,Женский,71,Среда,3609.84,13:49:00
899,Мужской,71,Воскресенье,2838.46,16:13:00
900,Мужской,16,Воскресенье,2166.13,16:42:00
901,Мужской,13,Суббота,1665.38,09:37:00
902,Женский,15,Среда,4206.32,09:10:00
903,Женский,67,Пятница,761.88,14:03:00
904,Мужской,31,Вторник,2179.01,17:29:00
905,Мужской,35,Четверг,4523.6,21:21:00
906,Женский,12,Воскресенье,4236.96,20:42:00
907,Женский,50,Пятница,2034.66,12:35:00
908,Мужской,69,Четверг,3827.39,08:49:00
909,Мужской,23,Четверг,4124.65,13:57:00
910,Женский,21,Вторник,4449.99,20:07:00
911,Мужской,21,Суббота,2745.3,17:23:00
912,Мужской,22,Среда,1062.08,21:02:00
913,Мужской,34,Вторник,1313.78,16:04:00
914,Женский,54,Пятница,1513.69,09:23:00
915,Женский,28,Суббота,2989.32,21:24:00
916,Женский,64,Пятница,212.41,18:37:00
917,Женский,54,Суббота,3198.41,21:27:00
918,Женский,17,Воскресенье,1853.55,17:43:00
919,Женский,62,Пятница,1511.45,12:55:00
920,Женский,64,Вторник,4403.51,11:55:00
921,Мужской,41,Суббота,2327.01,08:55:00
922,Мужской,60,Суббота,520.51,13:59:00
923,Мужской,53,Четверг,4142.4,09:49:00
924,Мужской,79,Четверг,285.82,11:11:00
925,Мужской,27,Понедельник,3647.41,09:32:00
926,Мужской,31,Пятница,3880.84,17:27:00
927,Мужской,46,Четверг,1795.38,08:59:00
928,Женский,65,Понедельник,4132.7,18:49:00
929,Женский,68,Воскресенье,2602.51,08:38:00
930,Мужской,12,Воскресенье,2343.3,16:59:00
931,Мужской,37,Четверг,274.75,08:48:00
932,Женский,44,Пятница,1485.64,14:59:00
933,Мужской,70,Суббота,4658.5,18:36:00
934,Мужской,63,Среда,1989.53,08:12:00
935,Женский,72,Пятница,2756.17,08:35:00
936,Мужской,16,Вторник,2683.51,09:40:00
937,Женский,58,Воскресенье,2972.63,21:13:00
938,Мужской,40,Четверг,353.59,09:25:00
939,Женский,67,Четверг,1842.77,16:35:00
940,Женский,70,Суббота,3629.48,11:42:00
941,Женский,33,Вторник,1042.77,13:37:00
942,Мужской,29,Суббота,1057.71,10:45:00
943,Женский,46,Вторник,99.95,14:22:00
944,Мужской,13,Среда,2215.54,14:15:00
945,Мужской,29,Воскресенье,4419.54,15:50:00
946,Мужской,69,Четверг,306.91,21:09:00
947,Мужской,33,Четверг,996.04,18:41:00
948,Женский,59,Среда,1584.92,08:30:00
949,Женский,58,Понедельник,3672.04,14:14:00
950,Мужской,60,Воскресенье,3221.15,08:10:00
951,Мужской,45,Суббота,2108.92,13:01:00
952,Женский,75,Среда,3807.39,09:35:00
953,Мужской,43,Суббота,3067.67,11:09:00
954,Женский,45,Пятница,4485.4,15:32:00
955,Мужской,15,Четверг,4099.23,11:11:00
956,Мужской,48,Суббота,1301.43,16:05:00
957,Женский,51,Вторник,1393.62,12:25:00
958,Мужской,67,Суббота,670.51,15:03:00
959,Женский,21,Пятница,1717.98,10:07:00
960,Мужской,12,Воскресенье,4997.74,11:57:00
961,Мужской,27,Четверг,2058.47,13:54:00
962,Мужской,49,Среда,1141.42,09:51:00
963,Женский,30,Пятница,3824.29,21:47:00
964,Мужской,24,Четверг,2735.23,15:25:00
965,Мужской,35,Суббота,790.53,13:42:00
966,Мужской,17,Воскресенье,1934.41,10:24:00
967,Мужской,51,Понедельник,2101.63,09:04:00
968,Женский,53,Воскресенье,3781.46,12:06:00
969,Женский,23,Понедельник,152.32,20:14:00
970,Мужской,11,Вторник,1381.65,16:09:00
971,Женский,46,Воскресенье,2612.1,21:44:00
972,Мужской,78,Четверг,1380.79,15:18:00
973,Мужской,47,Понедельник,3160.75,09:45:00
974,Мужской,50,Среда,2435.24,11:00:00
975,Женский,71,Четверг,1840.47,11:03:00
976,Женский,69,Среда,4748.58,11:45:00
977,Женский,23,Воскресенье,3179.19,20:56:00
978,Женский,11,Среда,693.21,21:09:00
979,Женский,79,Понедельник,2822.45,09:28:00
980,Женский,26,Четверг,3914.62,19:27:00
981,Женский,37,Суббота,3557.02,16:49:00
982,Женский,75,Пятница,901.84,14:10:00
983,Женский,44,Понедельник,4863.48,14:38:00
984,Мужской,14,Понедельник,2271.63,09:45:00
985,Женский,74,Суббота,837.17,12:30:00
986,Женский,49,Четверг,941.97,21:50:00
987,Женский,65,Четверг,536.26,16:22:00
988,Женский,45,Воскресенье,4027.41,19:18:00
989,Женский,54,Среда,654.05,16:44:00
990,Женский,32,Воскресенье,669.37,08:31:00
991,Женский,56,Суббота,4259.83,14:32:00
992,Женский,40,Воскресенье,1755.79,08:39:00
993,Женский,20,Суббота,202.75,18:59:00
994,Женский,19,Четверг,306.88,11:37:00
995,Женский,76,Среда,753.74,20:10:00
996,Мужской,23,Воскресенье,1106.3,09:21:00
997,Мужской,19,Понедельник,3342.47,19:59:00
998,Женский,10,Вторник,828.77,11:20:00
999,Женский,14,Пятница,638.43,15:26:00
1000,Мужской,29,Понедельник,3835.36,15:07:00
