ID,Пол,Возраст,День недели,Потраченная сумма,Время покупки
577,Женский,50,Суббота,785.28,08:57:00
578,Мужской,51,Воскресенье,1135.39,17:24:00
579,Женский,54,Суббота,921.65,12:19:00
580,Мужской,41,Суббота,427.65,12:44:00
581,Мужской,15,Суббота,321.39,16:32:00
582,Женский,59,Воскресенье,1214.73,11:57:00
583,Мужской,66,Воскресенье,1158.13,08:30:00
584,Женский,44,Четверг,1499.28,19:25:00
585,Женский,77,Пятница,1094.25,13:40:00
586,Женский,51,Четверг,1555.14,15:07:00
587,Женский,31,Суббота,564.13,12:57:00
588,Женский,23,Воскресенье,671.79,17:22:00
589,Женский,50,Среда,1445.18,08:04:00
590,Мужской,37,Понедельник,763.68,13:57:00
591,Мужской,52,Воскресенье,1188.73,14:27:00
592,Мужской,52,Среда,956.87,09:12:00
593,Мужской,46,Четверг,966.12,15:14:00
594,Женский,51,Воскресенье,1475.03,10:29:00
595,Женский,60,Вторник,1089.42,13:36:00
596,Женский,31,Пятница,367.28,20:37:00
597,Мужской,33,Четверг,1106.58,11:09:00
598,Мужской,27,Пятница,476.05,21:53:00
599,Женский,52,Воскресенье,490.25,08:40:00
600,Женский,10,Пятница,277.47,19:44:00
601,Женский,39,Понедельник,468.74,10:23:00
602,Мужской,50,Среда,1665.81,16:54:00
603,Женский,27,Пятница,583.48,10:46:00
604,Мужской,41,Четверг,1499.49,16:05:00
605,Мужской,10,Воскресенье,852.37,19:35:00
606,Мужской,26,Вторник,751.68,14:57:00
607,Женский,42,Воскресенье,1014.36,08:15:00
608,Мужской,64,Вторник,963.65,08:10:00
609,Женский,23,Четверг,1451.31,12:16:00
610,Женский,34,Четверг,1510.67,19:43:00
611,Мужской,29,Четверг,515.76,13:33:00
612,Женский,27,Воскресенье,146.82,12:37:00
613,Женский,35,Понедельник,896.9,19:28:00
614,Женский,38,Суббота,593.78,10:24:00
615,Мужской,37,Пятница,1863.67,19:39:00
616,Мужской,28,Четверг,431.3,19:47:00
617,Женский,40,Суббота,641.66,13:25:00
618,Мужской,24,Четверг,1184.04,17:23:00
619,Женский,53,Четверг,632.48,12:24:00
620,Женский,48,Четверг,1690.35,13:48:00
621,Женский,46,Воскресенье,1684.78,09:55:00
622,Женский,40,Суббота,504.94,14:23:00
623,Женский,45,Среда,1048.16,17:12:00
624,Женский,71,Суббота,910.64,08:50:00
625,Мужской,10,Вторник,298.59,17:20:00
626,Мужской,28,Среда,996.56,11:52:00
627,Женский,45,Пятница,955.13,09:32:00
628,Мужской,47,Понедельник,1787.47,19:19:00
629,Женский,47,Воскресенье,554.52,14:06:00
630,Женский,48,Вторник,937.16,19:37:00
631,Мужской,48,Понедельник,681.91,08:48:00
632,Женский,23,Воскресенье,395.43,11:52:00
633,Мужской,10,Среда,1326.79,16:04:00
634,Женский,48,Воскресенье,731.34,14:54:00
635,Женский,62,Четверг,2371.46,14:17:00
636,Мужской,31,Вторник,1087.13,21:46:00
637,Женский,37,Понедельник,1127.52,21:35:00
638,Женский,34,Пятница,1167.78,16:28:00
639,Женский,23,Понедельник,871.09,12:55:00
640,Мужской,16,Воскресенье,369.87,19:06:00
641,Мужской,36,Четверг,744.55,17:21:00
642,Мужской,49,Четверг,639.48,18:36:00
643,Мужской,34,Пятница,1118.5,11:27:00
644,Мужской,56,Среда,1308.23,14:13:00
645,Мужской,33,Четверг,945.01,10:42:00
646,Женский,56,Суббота,230.83,13:17:00
647,Мужской,37,Суббота,1083.11,15:45:00
648,Мужской,48,Четверг,1633.84,19:55:00
649,Мужской,26,Пятница,999.77,21:11:00
650,Женский,10,Суббота,335.54,14:31:00
651,Женский,57,Суббота,1134.01,15:42:00
652,Мужской,35,Пятница,608.49,15:41:00
653,Мужской,66,Четверг,408.13,15:23:00
654,Женский,58,Воскресенье,1520.13,13:14:00
655,Женский,16,Вторник,435.96,17:43:00
656,Женский,68,Четверг,1928.25,08:05:00
657,Мужской,23,Среда,222.58,10:39:00
658,Женский,60,Воскресенье,2329.4,08:18:00
659,Женский,49,Пятница,1495.18,12:32:00
660,Женский,40,Суббота,1922.83,12:38:00
661,Женский,51,Суббота,1241.8,17:58:00
662,Мужской,28,Четверг,1005.44,10:13:00
663,Женский,48,Пятница,1117.69,18:07:00
664,Мужской,24,Пятница,1076.0,17:10:00
665,Женский,54,Вторник,1301.29,11:01:00
666,Мужской,44,Пятница,1163.58,16:39:00
667,Женский,49,Пятница,1267.32,14:38:00
668,Женский,12,Пятница,50.0,16:21:00
669,Женский,21,Воскресенье,1301.26,20:06:00
670,Мужской,33,Четверг,694.4,18:44:00
671,Женский,30,Суббота,988.65,15:09:00
672,Женский,11,Среда,50.0,17:49:00
673,Женский,39,Пятница,1772.71,15:59:00
674,Женский,24,Вторник,947.55,18:21:00
675,Женский,45,Воскресенье,1171.51,16:59:00
676,Мужской,40,Суббота,975.2,11:06:00
677,Женский,75,Суббота,1410.75,14:23:00
678,Мужской,43,Пятница,1867.35,12:32:00
679,Женский,19,Среда,50.0,17:14:00
680,Женский,58,Воскресенье,1767.45,17:54:00
681,Мужской,54,Четверг,2299.54,10:59:00
682,Мужской,17,Вторник,50.0,18:02:00
683,Мужской,56,Суббота,2522.43,17:59:00
684,Мужской,45,Пятница,1032.84,08:09:00
685,Мужской,31,Суббота,1151.85,15:51:00
686,Мужской,50,Пятница,1701.9,18:00:00
687,Женский,39,Суббота,1608.31,18:35:00
688,Женский,37,Воскресенье,50.0,13:43:00
689,Женский,66,Четверг,3053.72,09:18:00
690,Женский,54,Понедельник,2357.57,19:34:00
691,Мужской,25,Пятница,576.57,12:13:00
692,Женский,51,Четверг,592.12,16:32:00
693,Женский,45,Воскресенье,825.53,08:46:00
694,Мужской,73,Пятница,2061.0,12:09:00
695,Женский,21,Пятница,1302.78,17:15:00
696,Мужской,43,Вторник,1229.53,11:52:00
697,Мужской,35,Пятница,1591.65,11:31:00
698,Мужской,41,Воскресенье,939.07,13:52:00
699,Мужской,50,Вторник,282.31,09:16:00
700,Женский,35,Среда,2302.33,11:24:00
701,Женский,47,Четверг,890.29,10:01:00
702,Женский,26,Среда,1675.0,13:46:00
703,Женский,26,Вторник,565.61,10:14:00
704,Мужской,63,Четверг,1827.41,12:35:00
705,Женский,32,Пятница,591.92,16:27:00
706,Женский,44,Суббота,1327.45,19:34:00
707,Мужской,57,Воскресенье,1002.93,10:45:00
708,Мужской,53,Воскресенье,1726.94,12:37:00
709,Мужской,39,Суббота,684.49,18:54:00
710,Женский,54,Четверг,980.99,11:26:00
711,Мужской,71,Вторник,2061.79,19:13:00
712,Женский,21,Понедельник,438.6,19:09:00
713,Женский,32,Пятница,1497.38,19:25:00
714,Женский,41,Воскресенье,1086.16,11:24:00
715,Женский,24,Среда,266.5,11:44:00
716,Мужской,39,Суббота,1749.68,14:51:00
717,Женский,42,Суббота,1699.56,09:12:00
718,Женский,63,Понедельник,1689.37,13:45:00
719,Женский,30,Четверг,1163.1,20:27:00
720,Женский,42,Суббота,1251.25,08:55:00
721,Мужской,55,Суббота,1599.66,11:23:00
722,Женский,27,Пятница,716.62,21:01:00
723,Мужской,38,Среда,1493.03,12:20:00
724,Мужской,66,Суббота,436.34,13:25:00
725,Мужской,10,Суббота,483.6,17:04:00
726,Женский,44,Четверг,396.47,17:51:00
727,Мужской,30,Понедельник,579.73,21:02:00
728,Женский,47,Пятница,1227.61,10:15:00
729,Женский,22,Пятница,1154.54,16:25:00
730,Мужской,39,Вторник,887.71,12:19:00
731,Мужской,38,Четверг,1220.64,13:40:00
732,Женский,42,Воскресенье,675.76,18:56:00
733,Женский,47,Понедельник,881.91,08:55:00
734,Мужской,52,Пятница,1820.41,09:10:00
735,Женский,47,Четверг,1079.6,12:55:00
736,Мужской,45,Понедельник,1077.58,16:52:00
737,Мужской,60,Вторник,1707.44,11:20:00
738,Женский,31,Вторник,1377.52,16:03:00
739,Мужской,55,Четверг,1317.39,15:27:00
740,Мужской,43,Суббота,852.65,16:39:00
741,Мужской,48,Среда,672.36,17:02:00
742,Мужской,31,Воскресенье,729.03,21:01:00
743,Женский,21,Суббота,1338.7,10:29:00
744,Мужской,31,Суббота,1773.18,21:26:00
745,Мужской,49,Среда,984.1,17:14:00
746,Женский,33,Вторник,701.44,20:02:00
747,Женский,20,Пятница,1429.4,15:05:00
748,Женский,77,Воскресенье,1965.81,10:02:00
749,Женский,42,Пятница,1645.09,09:26:00
750,Женский,12,Четверг,79.04,19:41:00
751,Женский,53,Понедельник,819.41,18:19:00
752,Женский,61,Четверг,1043.34,08:18:00
753,Мужской,34,Воскресенье,421.48,14:16:00
754,Женский,22,Воскресенье,1675.32,12:24:00
755,Мужской,56,Вторник,1205.8,10:22:00
756,Мужской,51,Среда,1803.05,11:51:00
757,Мужской,51,Понедельник,1509.07,18:04:00
758,Женский,10,Суббота,378.47,19:34:00
759,Женский,56,Вторник,496.12,16:29:00
760,Мужской,69,Среда,1749.75,09:41:00
761,Женский,19,Четверг,50.0,19:47:00
762,Женский,40,Четверг,910.88,11:20:00
763,Женский,47,Четверг,1046.21,17:42:00
764,Мужской,43,Пятница,745.26,11:10:00
765,Мужской,30,Среда,807.82,12:23:00
766,Женский,43,Среда,1033.48,12:32:00
767,Женский,59,Пятница,689.97,12:20:00
768,Женский,40,Вторник,784.32,14:57:00
769,Мужской,29,Суббота,773.83,10:28:00
770,Женский,37,Пятница,1416.06,15:28:00
771,Мужской,39,Вторник,863.53,11:27:00
772,Мужской,43,Воскресенье,1457.55,16:25:00
773,Мужской,40,Суббота,848.48,19:48:00
774,Мужской,69,Вторник,1559.7,08:29:00
775,Женский,60,Понедельник,832.75,09:27:00
776,Мужской,14,Среда,417.75,14:27:00
777,Мужской,38,Среда,914.32,10:02:00
778,Мужской,30,Суббота,511.72,14:31:00
779,Мужской,37,Суббота,1589.86,16:00:00
780,Мужской,48,Четверг,911.61,10:01:00
781,Мужской,35,Суббота,1350.98,16:08:00
782,Мужской,43,Суббота,2096.92,17:26:00
783,Мужской,32,Пятница,933.07,10:47:00
784,Женский,68,Пятница,1926.93,20:00:00
785,Женский,30,Четверг,50.0,12:31:00
786,Женский,44,Вторник,1191.97,18:14:00
787,Мужской,55,Вторник,1263.86,15:16:00
788,Мужской,49,Четверг,1375.67,13:05:00
789,Мужской,17,Воскресенье,656.49,15:20:00
790,Мужской,35,Понедельник,762.12,14:30:00
791,Мужской,49,Пятница,473.51,19:17:00
792,Женский,20,Воскресенье,912.03,20:27:00
793,Мужской,28,Суббота,1234.79,10:38:00
794,Мужской,44,Пятница,56.62,14:24:00
795,Мужской,47,Воскресенье,945.46,12:31:00
796,Мужской,16,Среда,1114.56,19:37:00
797,Мужской,22,Среда,320.57,19:02:00
798,Женский,40,Воскресенье,1600.24,14:15:00
799,Женский,23,Воскресенье,1122.75,14:43:00
800,Женский,67,Воскресенье,1276.29,08:56:00
801,Мужской,53,Вторник,862.56,14:04:00
802,Женский,54,Вторник,1379.86,12:06:00
803,Мужской,36,Суббота,1169.33,20:12:00
804,Женский,29,Среда,1253.74,15:26:00
805,Мужской,10,Четверг,444.75,14:44:00
806,Женский,43,Понедельник,653.52,12:39:00
807,Женский,34,Пятница,1993.71,14:42:00
808,Женский,23,Четверг,851.9,20:22:00
809,Женский,43,Суббота,1462.65,16:13:00
810,Мужской,31,Среда,351.72,15:18:00
811,Мужской,30,Пятница,50.0,11:17:00
812,Женский,36,Понедельник,1165.49,16:01:00
813,Женский,46,Суббота,1791.1,11:04:00
814,Женский,35,Четверг,1243.38,20:26:00
815,Мужской,19,Пятница,859.69,14:32:00
816,Женский,18,Среда,700.71,17:32:00
817,Мужской,56,Пятница,1397.92,13:07:00
818,Женский,43,Пятница,867.29,12:56:00
819,Мужской,64,Четверг,1653.69,18:50:00
820,Женский,34,Понедельник,118.9,10:48:00
821,Женский,41,Среда,1384.98,14:45:00
822,Женский,36,Четверг,1146.62,20:47:00
823,Женский,25,Среда,1274.66,19:15:00
824,Женский,15,Воскресенье,50.0,18:15:00
825,Женский,63,Пятница,997.58,08:55:00
826,Мужской,26,Среда,50.0,11:16:00
827,Женский,19,Четверг,120.04,16:37:00
828,Мужской,45,Четверг,1688.48,19:24:00
829,Женский,42,Суббота,379.69,13:14:00
830,Женский,60,Четверг,2447.6,15:52:00
831,Женский,44,Понедельник,890.64,16:22:00
832,Женский,25,Пятница,136.63,20:04:00
833,Мужской,14,Суббота,230.06,15:01:00
834,Женский,32,Четверг,467.9,17:37:00
835,Мужской,62,Воскресенье,1250.95,19:23:00
836,Женский,10,Суббота,645.44,16:25:00
837,Женский,24,Четверг,461.44,22:00:00
838,Мужской,26,Четверг,933.5,12:33:00
839,Мужской,34,Четверг,1344.16,14:01:00
840,Мужской,31,Среда,1340.46,15:19:00
841,Женский,71,Четверг,1826.68,16:51:00
842,Мужской,36,Пятница,1271.77,10:59:00
843,Женский,25,Четверг,1690.41,10:09:00
844,Мужской,43,Четверг,900.09,16:29:00
845,Мужской,34,Четверг,1342.36,11:40:00
846,Женский,29,Вторник,1287.11,17:00:00
847,Женский,15,Четверг,50.0,15:51:00
848,Женский,39,Воскресенье,588.84,15:44:00
849,Мужской,33,Пятница,1346.58,15:15:00
850,Мужской,41,Вторник,1001.42,16:04:00
851,Женский,74,Среда,1387.12,09:08:00
852,Мужской,23,Суббота,1145.26,11:17:00
853,Мужской,15,Воскресенье,1499.46,17:56:00
854,Мужской,22,Суббота,50.0,17:21:00
855,Женский,26,Воскресенье,935.96,16:04:00
856,Мужской,33,Суббота,813.35,17:16:00
857,Мужской,48,Вторник,1189.19,09:05:00
858,Мужской,37,Пятница,1710.57,14:14:00
859,Женский,10,Четверг,249.77,19:35:00
860,Мужской,43,Воскресенье,1556.28,19:57:00
861,Женский,39,Пятница,1158.37,19:13:00
862,Мужской,37,Суббота,1242.66,15:16:00
863,Мужской,50,Пятница,1649.9,17:07:00
864,Женский,27,Пятница,832.0,14:17:00
865,Мужской,30,Среда,621.69,12:51:00
866,Женский,22,Воскресенье,1026.19,14:28:00
867,Мужской,56,Воскресенье,1638.78,13:03:00
868,Женский,31,Суббота,1426.47,11:29:00
869,Женский,39,Понедельник,1497.29,15:23:00
870,Женский,39,Пятница,811.87,16:57:00
871,Мужской,66,Пятница,1708.75,19:12:00
872,Женский,42,Воскресенье,1469.52,11:01:00
873,Женский,45,Четверг,1365.82,16:27:00
874,Мужской,40,Пятница,1355.14,12:39:00
875,Женский,43,Понедельник,858.01,11:25:00
876,Мужской,44,Среда,1818.33,18:22:00
877,Женский,49,Четверг,2328.71,13:12:00
878,Мужской,64,Пятница,1150.57,09:13:00
879,Мужской,33,Понедельник,723.37,21:42:00
880,Мужской,23,Вторник,551.87,21:40:00
881,Мужской,46,Среда,1421.64,10:23:00
882,Мужской,59,Понедельник,1390.3,17:16:00
883,Мужской,74,Пятница,1244.97,16:24:00
884,Мужской,13,Вторник,564.65,15:16:00
885,Мужской,22,Среда,278.43,16:41:00
886,Женский,33,Понедельник,1128.35,14:56:00
887,Женский,30,Пятница,1826.09,14:31:00
888,Женский,46,Четверг,1078.48,17:13:00
889,Женский,49,Четверг,874.16,08:17:00
890,Женский,41,Суббота,1450.4,08:14:00
891,Женский,45,Четверг,990.31,13:46:00
892,Женский,27,Суббота,453.77,13:08:00
893,Женский,14,Пятница,604.45,14:47:00
894,Женский,42,Четверг,2177.34,08:25:00
895,Женский,28,Четверг,1056.78,18:03:00
896,Мужской,63,Пятница,1011.55,15:20:00
897,Женский,48,Суббота,1324.45,15:00:00
898,Мужской,44,Четверг,1664.48,09:19:00
899,Женский,29,Воскресенье,1313.27,12:26:00
900,Мужской,50,Суббота,1680.53,17:28:00
901,Мужской,35,Суббота,1500.93,12:19:00
902,Мужской,42,Пятница,1459.73,14:28:00
903,Женский,10,Воскресенье,91.25,15:59:00
904,Мужской,43,Суббота,966.58,15:02:00
905,Мужской,61,Суббота,452.84,17:23:00
906,Женский,40,Среда,1333.49,12:53:00
907,Мужской,39,Суббота,833.25,14:46:00
908,Мужской,54,Суббота,1419.8,17:47:00
909,Женский,48,Вторник,1196.28,19:53:00
910,Женский,37,Суббота,1158.18,10:33:00
911,Мужской,50,Среда,1714.52,16:45:00
912,Женский,32,Вторник,1827.16,11:43:00
913,Мужской,50,Пятница,984.94,13:00:00
914,Женский,54,Пятница,220.58,15:28:00
915,Женский,29,Суббота,447.57,13:09:00
916,Женский,31,Суббота,1194.17,10:56:00
917,Мужской,43,Пятница,579.78,10:53:00
918,Мужской,42,Вторник,874.02,10:31:00
919,Женский,56,Четверг,924.33,16:59:00
920,Мужской,20,Четверг,658.08,11:17:00
921,Мужской,10,Пятница,734.28,14:28:00
922,Мужской,49,Воскресенье,50.0,10:42:00
923,Мужской,10,Среда,1290.82,15:17:00
924,Мужской,41,Понедельник,1038.03,16:23:00
925,Женский,26,Суббота,735.92,19:12:00
926,Женский,23,Среда,789.42,10:04:00
927,Женский,49,Пятница,1624.04,13:36:00
928,Женский,35,Воскресенье,1405.46,21:02:00
929,Мужской,26,Пятница,1534.29,18:36:00
930,Женский,32,Пятница,506.65,16:44:00
931,Мужской,43,Среда,1357.23,10:32:00
932,Женский,12,Пятница,817.27,17:43:00
933,Женский,56,Среда,577.95,19:30:00
934,Женский,63,Четверг,1568.03,10:10:00
935,Женский,50,Вторник,919.46,13:33:00
936,Женский,47,Вторник,1406.09,10:15:00
937,Мужской,58,Пятница,1449.86,10:29:00
938,Мужской,38,Четверг,1280.03,16:04:00
939,Мужской,37,Пятница,715.67,19:41:00
940,Женский,70,Суббота,1222.48,15:46:00
941,Мужской,46,Среда,707.86,16:24:00
942,Мужской,51,Суббота,1214.02,08:11:00
943,Женский,36,Четверг,607.12,15:53:00
944,Женский,56,Среда,894.71,17:30:00
945,Женский,46,Четверг,1424.85,14:34:00
946,Мужской,55,Вторник,861.79,08:54:00
947,Мужской,36,Воскресенье,1359.26,13:33:00
948,Женский,39,Среда,1332.34,20:24:00
949,Женский,48,Четверг,1116.63,11:48:00
950,Мужской,34,Суббота,748.91,10:43:00
951,Мужской,76,Воскресенье,2514.89,17:40:00
952,Женский,39,Суббота,1116.39,10:37:00
953,Мужской,47,Понедельник,2025.62,13:47:00
954,Женский,53,Среда,2043.71,14:38:00
955,Женский,17,Воскресенье,975.9,19:05:00
956,Мужской,26,Пятница,1184.7,20:34:00
957,Мужской,55,Суббота,1397.67,09:11:00
958,Мужской,30,Четверг,342.73,15:59:00
959,Мужской,15,Понедельник,99.91,15:37:00
960,Мужской,45,Пятница,1224.82,19:27:00
961,Мужской,57,Среда,941.62,17:27:00
962,Мужской,50,Среда,1416.88,08:54:00
963,Женский,27,Пятница,854.95,18:18:00
964,Женский,42,Вторник,1186.8,08:55:00
965,Женский,45,Четверг,1565.83,17:40:00
966,Мужской,50,Четверг,1708.63,16:06:00
967,Женский,20,Суббота,1020.66,15:59:00
968,Женский,46,Среда,1341.79,19:06:00
969,Мужской,48,Пятница,2347.97,11:58:00
970,Мужской,25,Суббота,743.2,19:45:00
971,Мужской,40,Воскресенье,2102.45,13:30:00
972,Мужской,25,Суббота,1026.45,11:48:00
973,Женский,64,Среда,1904.67,12:38:00
974,Женский,27,Воскресенье,651.83,14:25:00
975,Женский,54,Воскресенье,2180.11,11:05:00
976,Женский,66,Суббота,1417.54,15:08:00
977,Мужской,64,Суббота,2487.15,13:38:00
978,Мужской,37,Воскресенье,964.33,13:41:00
979,Мужской,42,Пятница,1194.29,16:11:00
980,Мужской,35,Пятница,388.09,16:12:00
981,Женский,29,Пятница,375.6,16:18:00
982,Мужской,53,Воскресенье,1645.2,12:05:00
983,Мужской,45,Воскресенье,1204.92,08:20:00
984,Мужской,40,Вторник,1249.24,15:49:00
985,Женский,49,Вторник,1787.29,16:31:00
986,Мужской,50,Вторник,1959.03,15:24:00
987,Женский,33,Вторник,539.52,21:27:00
988,Мужской,60,Воскресенье,1119.37,10:34:00
989,Женский,53,Четверг,1771.61,14:42:00
990,Мужской,48,Четверг,1043.05,09:46:00
991,Женский,47,Четверг,717.76,10:21:00
992,Женский,46,Четверг,769.14,16:35:00
993,Мужской,46,Суббота,1671.03,16:11:00
994,Мужской,40,Пятница,1043.98,12:34:00
995,Мужской,43,Пятница,1542.21,13:31:00
996,Женский,12,Пятница,1286.8,15:40:00
997,Мужской,26,Вторник,732.98,15:48:00
998,Женский,33,Воскресенье,1398.56,16:48:00
999,Женский,44,Воскресенье,866.37,14:54:00
1000,Женский,31,Среда,1293.18,15:33:00
